file,makespan,gap
abz5,1632,32.25283630470016
abz5,1524,30.388978930307943
abz5,1584,32.25283630470016
abz5,1543,30.388978930307943
abz5,1632,32.25283630470016
abz5,1808,30.388978930307943
abz5,1561,32.17179902755267
abz5,1632,32.25283630470016
abz5,1609,16.450567260940034
abz5,1584,46.51539708265802
abz6,1372,57.26405090137858
abz6,1372,57.26405090137858
abz6,1372,41.569459172852596
abz6,1483,57.26405090137858
abz6,1483,57.26405090137858
abz6,1483,57.26405090137858
abz6,1483,57.26405090137858
abz6,1483,55.037115588547195
abz6,1483,45.49310710498409
abz6,1483,41.569459172852596
abz7,1186,83.84146341463415
abz7,1254,84.7560975609756
abz7,1213,81.25
abz7,1204,82.46951219512195
abz7,1141,91.15853658536585
abz7,1254,91.15853658536585
abz7,1167,79.72560975609755
abz7,1141,91.15853658536585
abz7,1254,91.15853658536585
abz7,1222,82.16463414634147
abz8,1302,104.49612403100774
abz8,1351,106.51162790697674
abz8,1351,126.82170542635657
abz8,1332,123.41085271317829
abz8,1378,126.82170542635657
abz8,1332,111.93798449612402
abz8,1360,123.41085271317829
abz8,1358,107.28682170542636
abz8,1441,114.10852713178295
abz8,1463,109.45736434108527
abz9,1309,96.2178517397882
abz9,1309,96.2178517397882
abz9,1262,104.08472012102874
abz9,1291,95.31013615733737
abz9,1337,85.32526475037821
abz9,1291,81.54311649016641
abz9,1344,102.26928895612708
abz9,1316,88.80484114977307
abz9,1297,88.80484114977307
abz9,1297,95.31013615733737
ft06,63,7.2727272727272725
ft06,59,29.09090909090909
ft06,58,29.09090909090909
ft06,60,5.454545454545454
ft06,63,29.09090909090909
ft06,63,29.09090909090909
ft06,58,29.09090909090909
ft06,59,7.2727272727272725
ft06,64,5.454545454545454
ft06,71,16.363636363636363
ft10,1901,114.40860215053763
ft10,1717,114.40860215053763
ft10,1994,114.40860215053763
ft10,1901,104.40860215053765
ft10,1714,99.89247311827957
ft10,1994,114.40860215053763
ft10,1865,111.29032258064515
ft10,1642,76.55913978494624
ft10,1994,95.48387096774194
ft10,1901,114.40860215053763
ft20,2579,132.01716738197425
ft20,2462,159.05579399141632
ft20,2929,120.08583690987125
ft20,2703,97.08154506437768
ft20,2355,111.33047210300428
ft20,3139,51.072961373390555
ft20,2929,111.33047210300428
ft20,2673,132.01716738197425
ft20,3016,108.41201716738198
ft20,2590,151.41630901287553
la01,1094,64.26426426426426
la01,1094,64.26426426426426
la01,933,50.30030030030031
la01,1094,81.83183183183183
la01,1211,61.86186186186187
la01,1066,81.83183183183183
la01,955,64.26426426426426
la01,1192,64.26426426426426
la01,1001,77.62762762762763
la01,1066,53.453453453453456
la02,1211,84.88549618320612
la02,1211,84.88549618320612
la02,1095,84.88549618320612
la02,1211,53.43511450381679
la02,995,84.88549618320612
la02,1005,84.88549618320612
la02,1211,33.74045801526718
la02,906,30.076335877862597
la02,1211,26.106870229007633
la02,1211,84.88549618320612
la03,760,45.7286432160804
la03,900,28.14070351758794
la03,813,37.85594639865997
la03,900,27.80569514237856
la03,870,52.596314907872696
la03,674,45.7286432160804
la03,832,27.30318257956449
la03,674,40.871021775544385
la03,832,38.02345058626466
la03,760,29.145728643216078
la04,960,106.27118644067797
la04,999,78.13559322033899
la04,1217,40.847457627118644
la04,1219,31.35593220338983
la04,889,84.23728813559322
la04,1217,43.728813559322035
la04,889,51.52542372881356
la04,927,34.067796610169495
la04,1217,106.61016949152543
la04,1044,46.101694915254235
la05,875,14.165261382799327
la05,793,25.632377740303543
la05,745,25.632377740303543
la05,745,44.8566610455312
la05,820,30.354131534569984
la05,745,38.27993254637437
la05,859,38.27993254637437
la05,851,25.632377740303543
la05,859,25.632377740303543
la05,745,18.381112984822934
la06,1706,74.622030237581
la06,1617,84.66522678185746
la06,1706,42.87257019438445
la06,1710,50.0
la06,1451,84.66522678185746
la06,1617,71.59827213822895
la06,1298,74.622030237581
la06,1710,74.622030237581
la06,1153,71.59827213822895
la06,1298,46.11231101511879
la07,1734,94.83146067415731
la07,1515,94.83146067415731
la07,1273,70.2247191011236
la07,1227,94.83146067415731
la07,1194,97.52808988764045
la07,1626,76.74157303370787
la07,1626,70.2247191011236
la07,1626,70.2247191011236
la07,1226,100.89887640449437
la07,1734,44.38202247191011
la08,1462,56.083429895712634
la08,1768,84.00926998841251
la08,1768,79.37427578215527
la08,1348,61.41367323290846
la08,1768,79.02665121668598
la08,1588,41.13557358053303
la08,1267,104.86674391657009
la08,1447,71.14716106604867
la08,1588,47.27694090382387
la08,1768,104.86674391657009
la09,1431,50.262881177707676
la09,1855,84.75289169295478
la09,1334,40.063091482649845
la09,1855,95.05783385909568
la09,1567,55.83596214511041
la09,1855,95.05783385909568
la09,1507,32.70241850683491
la09,1847,101.36698212407991
la09,1896,72.02944269190326
la09,1507,78.44374342797056
la10,1453,51.67014613778706
la10,1115,51.67014613778706
la10,1453,35.699373695198325
la10,1159,51.1482254697286
la10,1453,57.62004175365344
la10,1453,25.156576200417536
la10,1453,15.1356993736952
la10,1453,10.438413361169102
la10,1115,20.45929018789144
la10,1371,51.67014613778706
la11,2018,93.04418985270048
la11,2079,41.65302782324059
la11,2091,78.96890343698854
la11,2050,60.392798690671036
la11,2090,72.66775777414075
la11,1765,68.00327332242226
la11,2108,65.38461538461539
la11,1834,72.50409165302783
la11,2187,71.11292962356792
la11,1968,90.67103109656301
la12,2030,87.39172281039461
la12,2030,74.01347449470644
la12,2236,74.01347449470644
la12,2236,61.116458132820014
la12,1638,44.36958614051973
la12,2149,48.12319538017324
la12,2036,85.46679499518768
la12,2236,115.20692974013475
la12,1333,55.72666025024061
la12,1770,69.87487969201155
la13,2642,71.30434782608695
la13,2677,41.391304347826086
la13,2366,59.21739130434782
la13,2194,126.95652173913044
la13,2376,95.56521739130434
la13,1970,129.7391304347826
la13,2642,54.95652173913044
la13,2564,60.52173913043478
la13,2677,126.95652173913044
la13,2133,126.95652173913044
la14,2010,76.54798761609906
la14,1750,35.44891640866873
la14,1990,76.54798761609906
la14,1992,54.024767801857585
la14,1811,76.54798761609906
la14,1705,76.54798761609906
la14,2281,54.024767801857585
la14,1928,38.93188854489164
la14,1990,31.965944272445824
la14,2362,31.037151702786375
la15,2209,83.01574150787076
la15,2557,71.91383595691798
la15,2434,89.6437448218724
la15,2434,56.917978458989225
la15,2025,64.70588235294117
la15,2557,89.6437448218724
la15,2051,111.84755592377795
la15,2209,80.7787903893952
la15,2131,109.6106048053024
la15,1867,61.723280861640426
la16,1463,53.333333333333336
la16,1463,53.333333333333336
la16,1463,53.333333333333336
la16,1449,54.81481481481482
la16,1463,54.81481481481482
la16,1463,53.333333333333336
la16,1449,53.333333333333336
la16,1449,53.333333333333336
la16,1463,54.81481481481482
la16,1449,54.81481481481482
la17,1097,39.9234693877551
la17,1097,36.98979591836735
la17,1074,39.9234693877551
la17,1074,36.98979591836735
la17,1074,36.98979591836735
la17,1112,38.9030612244898
la17,1074,36.98979591836735
la17,1074,39.9234693877551
la17,1097,36.224489795918366
la17,1074,37.5
la18,1262,45.87264150943396
la18,1174,37.5
la18,1262,35.613207547169814
la18,1262,35.613207547169814
la18,1174,48.82075471698113
la18,1091,48.82075471698113
la18,1262,48.82075471698113
la18,1150,40.44811320754717
la18,1086,48.82075471698113
la18,1150,48.82075471698113
la19,1316,65.20190023752969
la19,1316,56.294536817102134
la19,1316,56.294536817102134
la19,1316,56.294536817102134
la19,1316,56.294536817102134
la19,1316,56.294536817102134
la19,1316,56.294536817102134
la19,1316,45.01187648456057
la19,1153,56.294536817102134
la19,1316,65.20190023752969
la20,1489,65.07760532150776
la20,1489,73.28159645232816
la20,1548,71.61862527716187
la20,1489,73.28159645232816
la20,1489,61.75166297117517
la20,1563,73.28159645232816
la20,1489,63.968957871396896
la20,1489,70.17738359201773
la20,1563,71.61862527716187
la20,1489,72.72727272727273
la21,1819,73.90057361376672
la21,2197,70.26768642447419
la21,1793,110.03824091778202
la21,2197,80.11472275334609
la21,2197,110.03824091778202
la21,2197,93.49904397705545
la21,2024,110.03824091778202
la21,1885,71.41491395793498
la21,2197,110.03824091778202
la21,2197,84.32122370936902
la22,1635,66.77454153182309
la22,1562,84.14239482200647
la22,1802,92.55663430420712
la22,1635,94.39050701186623
la22,1802,84.14239482200647
la22,1546,94.39050701186623
la22,1802,82.95577130528586
la22,1684,90.72276159654801
la22,1802,94.39050701186623
la22,1802,66.77454153182309
la23,2027,70.63953488372093
la23,1908,75.29069767441861
la23,1908,83.81782945736434
la23,1908,75.96899224806202
la23,1908,96.41472868217055
la23,1995,83.81782945736434
la23,1897,93.31395348837209
la23,2027,75.67829457364341
la23,1897,96.41472868217055
la23,1828,71.41472868217055
la24,1920,90.26737967914438
la24,1678,98.71657754010695
la24,1920,105.3475935828877
la24,1920,74.11764705882354
la24,1920,104.1711229946524
la24,1705,105.3475935828877
la24,1920,105.3475935828877
la24,1859,82.24598930481284
la24,1920,83.74331550802138
la24,1920,81.3903743315508
la25,1899,92.22108495394063
la25,1878,98.25997952917092
la25,1896,83.52098259979529
la25,1847,92.22108495394063
la25,1754,76.86796315250768
la25,1899,92.22108495394063
la25,1937,92.22108495394063
la25,1937,85.15864892528148
la25,1654,94.06345957011258
la25,1847,94.06345957011258
la26,2416,100.98522167487684
la26,2670,112.06896551724137
la26,2521,127.17569786535303
la26,2625,90.80459770114942
la26,2415,127.17569786535303
la26,2336,115.51724137931035
la26,2619,119.21182266009853
la26,2385,115.51724137931035
la26,2670,100.08210180623973
la26,2481,119.21182266009853
la27,2520,127.69230769230768
la27,2966,97.00404858299595
la27,2520,89.7165991902834
la27,2386,103.88663967611336
la27,2817,128.09716599190284
la27,2616,128.09716599190284
la27,2937,136.43724696356276
la27,2616,136.43724696356276
la27,2763,93.60323886639677
la27,2543,128.09716599190284
la28,2772,102.05592105263158
la28,2551,127.96052631578947
la28,2667,109.7861842105263
la28,2764,132.4013157894737
la28,2496,109.7861842105263
la28,2791,121.05263157894737
la28,2457,121.05263157894737
la28,2337,127.96052631578947
la28,2753,125.4111842105263
la28,2628,132.89473684210526
la29,2434,101.12847222222223
la29,2923,126.90972222222223
la29,2726,143.22916666666669
la29,2670,153.73263888888889
la29,2803,131.77083333333331
la29,2670,114.0625
la29,2694,114.14930555555556
la29,2507,154.6875
la29,2923,131.77083333333331
la29,2538,111.28472222222223
la30,2279,87.30627306273064
la30,2279,85.90405904059041
la30,2444,73.50553505535056
la30,2538,92.76752767527675
la30,2612,70.18450184501846
la30,2326,80.3690036900369
la30,2137,66.93726937269373
la30,2612,87.30627306273064
la30,2371,92.76752767527675
la30,2371,87.30627306273064
la31,3626,108.5201793721973
la31,3596,108.6322869955157
la31,3626,103.25112107623318
la31,3670,101.56950672645739
la31,3683,84.30493273542601
la31,3658,109.24887892376682
la31,3892,106.89461883408072
la31,3626,100.39237668161437
la31,3733,105.88565022421525
la31,3800,105.4372197309417
la32,4402,121.24324324324324
la32,4093,115.56756756756756
la32,4093,105.35135135135134
la32,3763,121.24324324324324
la32,4412,106.37837837837839
la32,4093,138.48648648648648
la32,4186,137.94594594594594
la32,3720,138.48648648648648
la32,3698,137.94594594594594
la32,3763,121.24324324324324
la33,3072,82.14077952297848
la33,3266,89.99418266433973
la33,3098,79.29028504944735
la33,3138,89.99418266433973
la33,3082,93.01919720767889
la33,3023,79.29028504944735
la33,3162,96.39325189063409
la33,3162,73.76381617219313
la33,3098,76.14892379290285
la33,2987,71.26236183827807
la34,4400,158.22196397443346
la34,4569,121.61533991865194
la34,4519,119.34921557234166
la34,3390,134.8634514816967
la34,3813,119.34921557234166
la34,4519,128.47181871005228
la34,4400,168.15804764671702
la34,4400,165.1946542707728
la34,4214,144.85764090644975
la34,4564,119.63974433468914
la35,4490,128.17796610169492
la35,4308,128.17796610169492
la35,4308,131.03813559322032
la35,4308,130.08474576271186
la35,3713,89.77754237288136
la35,4326,125.3707627118644
la35,4154,122.35169491525424
la35,4255,100.7415254237288
la35,4490,128.17796610169492
la35,4344,89.77754237288136
la36,2121,66.48264984227129
la36,2149,60.094637223974765
la36,1998,64.98422712933754
la36,2139,66.6403785488959
la36,2113,67.27129337539432
la36,2064,54.81072555205048
la36,2166,66.6403785488959
la36,2092,70.82018927444796
la36,2112,69.6372239747634
la36,2048,59.54258675078864
la37,2371,76.30637079455977
la37,2435,72.8704366499642
la37,2482,72.8704366499642
la37,2478,72.8704366499642
la37,2435,60.05726556907659
la37,2422,74.30207587687903
la37,2435,73.80100214745883
la37,2464,67.57337151037939
la37,2265,76.521116678597
la37,2530,72.8704366499642
la38,2030,61.78929765886287
la38,1930,57.94314381270903
la38,2030,60.11705685618729
la38,1856,65.96989966555184
la38,1970,62.04013377926422
la38,1970,60.86956521739131
la38,1930,64.96655518394648
la38,1919,64.71571906354515
la38,1924,67.80936454849498
la38,1985,66.72240802675586
la39,2174,57.50202757502028
la39,1989,76.31792376317924
la39,1866,58.231954582319545
la39,1989,76.31792376317924
la39,2174,58.231954582319545
la39,1965,61.31386861313869
la39,2033,58.231954582319545
la39,2085,68.45093268450933
la39,1935,58.88077858880778
la39,1866,69.09975669099757
la40,2258,84.45171849427169
la40,2082,76.92307692307693
la40,2162,84.77905073649754
la40,2258,84.77905073649754
la40,2258,84.77905073649754
la40,2258,84.77905073649754
la40,2254,60.801963993453356
la40,2254,70.04909983633388
la40,2258,84.77905073649754
la40,2258,80.36006546644845
orb01,1712,65.91123701605288
orb01,1796,81.20868744098206
orb01,1883,81.20868744098206
orb01,1757,77.80925401322001
orb01,1712,68.83852691218131
orb01,1964,81.20868744098206
orb01,1919,81.20868744098206
orb01,1712,61.66194523135034
orb01,1796,81.20868744098206
orb01,1796,77.80925401322001
orb02,1435,60.47297297297297
orb02,1489,65.76576576576578
orb02,1435,67.68018018018019
orb02,1426,58.78378378378378
orb02,1410,61.5990990990991
orb02,1489,58.78378378378378
orb02,1410,61.5990990990991
orb02,1425,61.5990990990991
orb02,1435,60.47297297297297
orb02,1410,61.5990990990991
orb03,2665,174.72636815920396
orb03,2665,148.955223880597
orb03,2680,168.55721393034827
orb03,2502,174.72636815920396
orb03,2761,167.363184079602
orb03,2539,165.17412935323384
orb03,2680,166.66666666666669
orb03,2779,159.80099502487562
orb03,2665,165.17412935323384
orb03,2498,165.17412935323384
orb04,1493,53.53233830845772
orb04,1448,44.875621890547265
orb04,1449,50.34825870646766
orb04,1286,52.13930348258706
orb04,1420,44.875621890547265
orb04,1448,53.53233830845772
orb04,1476,52.13930348258706
orb04,1448,43.78109452736319
orb04,1493,44.17910447761194
orb04,1448,41.29353233830846
orb05,2216,155.35512965050734
orb05,2085,135.0620067643743
orb05,1970,142.50281848928975
orb05,2179,142.50281848928975
orb05,2340,142.50281848928975
orb05,2151,142.50281848928975
orb05,2049,142.50281848928975
orb05,2265,149.83089064261557
orb05,2110,163.8105975197294
orb05,2340,135.0620067643743
orb06,1936,78.91089108910892
orb06,2058,89.20792079207921
orb06,1927,103.76237623762377
orb06,1807,83.76237623762376
orb06,1807,99.10891089108911
orb06,1807,96.53465346534654
orb06,1902,88.31683168316832
orb06,1807,99.10891089108911
orb06,1807,78.91089108910892
orb06,2011,99.10891089108911
orb07,658,68.26196473551637
orb07,658,68.26196473551637
orb07,658,68.26196473551637
orb07,668,65.74307304785894
orb07,668,68.26196473551637
orb07,658,68.26196473551637
orb07,668,68.26196473551637
orb07,658,65.74307304785894
orb07,668,68.26196473551637
orb07,648,68.26196473551637
orb08,2449,172.41379310344826
orb08,2470,178.75417130144604
orb08,2449,174.74972191323693
orb08,2357,178.75417130144604
orb08,2258,172.41379310344826
orb08,2449,178.75417130144604
orb08,2449,172.41379310344826
orb08,2449,172.41379310344826
orb08,2357,164.293659621802
orb08,2357,172.41379310344826
orb09,1565,51.2847965738758
orb09,1413,56.63811563169164
orb09,1569,65.52462526766595
orb09,1496,65.52462526766595
orb09,1569,67.55888650963597
orb09,1413,46.03854389721627
orb09,1565,65.52462526766595
orb09,1569,65.52462526766595
orb09,1569,56.9593147751606
orb09,1547,67.55888650963597
orb10,2483,155.9322033898305
orb10,2418,147.24576271186442
orb10,2334,147.24576271186442
orb10,2449,171.92796610169492
orb10,2334,156.14406779661016
orb10,2334,171.39830508474577
orb10,2562,147.24576271186442
orb10,2418,147.24576271186442
orb10,2449,163.02966101694915
orb10,2418,171.92796610169492
swv01,4497,167.02203269367448
swv01,4127,177.25657427149963
swv01,3904,181.0234541577825
swv01,3803,186.78038379530918
swv01,3957,207.10732054015634
swv01,4497,194.24307036247336
swv01,4432,177.46979388770433
swv01,4021,214.99644633972994
swv01,3904,207.10732054015634
swv01,4050,210.0213219616205
swv02,3656,170.71186440677965
swv02,4221,170.71186440677965
swv02,4153,180.61016949152543
swv02,3656,164.0
swv02,4108,166.91525423728814
swv02,3774,186.16949152542372
swv02,4042,169.15254237288136
swv02,4241,164.0
swv02,3618,176.54237288135593
swv02,3926,145.28813559322035
swv03,3764,156.4645726807889
swv03,4117,151.9357195032871
swv03,3709,198.17384952520086
swv03,4082,200.73046018991965
swv03,4117,198.17384952520086
swv03,3616,166.91015339663988
swv03,4082,162.96566837107378
swv03,3601,198.17384952520086
swv03,4206,205.91672753834916
swv03,3705,198.17384952520086
swv04,4700,203.72413793103448
swv04,4723,201.44827586206895
swv04,4734,189.58620689655172
swv04,4700,224.13793103448273
swv04,4371,226.48275862068968
swv04,4700,193.10344827586206
swv04,4448,190.48275862068965
swv04,4700,188.89655172413794
swv04,4700,209.10344827586206
swv04,4700,186.3448275862069
swv05,4600,216.7837078651685
swv05,4357,198.38483146067415
swv05,4511,231.88202247191012
swv05,4473,222.9634831460674
swv05,4510,216.7134831460674
swv05,4207,223.0337078651685
swv05,4357,216.7837078651685
swv05,4726,216.7837078651685
swv05,4244,216.7837078651685
swv05,3831,195.43539325842696
swv06,4589,197.10873664362038
swv06,4676,189.1891891891892
swv06,4229,181.83532369578882
swv06,4176,182.4010056568196
swv06,4464,162.4764299182904
swv06,4360,183.34380892520429
swv06,4630,181.83532369578882
swv06,4589,173.22438717787557
swv06,4925,182.9666876178504
swv06,4508,173.22438717787557
swv07,3830,159.82019363762103
swv07,3830,188.0359612724758
swv07,4094,165.56016597510373
swv07,3892,180.29045643153526
swv07,4053,158.02213001383126
swv07,3980,186.65283540802213
swv07,4165,180.29045643153526
swv07,4145,176.3485477178423
swv07,4106,170.74688796680496
swv07,3972,174.89626556016597
swv08,4759,202.6829268292683
swv08,4675,209.93902439024393
swv08,4675,193.109756097561
swv08,5054,176.40243902439025
swv08,4743,185.0609756097561
swv08,4941,202.6829268292683
swv08,4941,201.28048780487805
swv08,5083,174.6341463414634
swv08,4505,197.7439024390244
swv08,4675,202.6829268292683
swv09,5300,224.7506234413965
swv09,4984,230.29925187032418
swv09,4984,208.79052369077309
swv09,5039,224.7506234413965
swv09,5141,223.81546134663344
swv09,5209,210.72319201995012
swv09,5023,219.5137157107232
swv09,5209,229.426433915212
swv09,5109,232.85536159600997
swv09,4926,224.7506234413965
swv10,4855,197.42489270386267
swv10,4775,189.02513795217658
swv10,4977,194.35928877988965
swv10,4714,200.06131207847946
swv10,4727,190.8645003065604
swv10,4735,191.9681177191907
swv10,4938,192.27467811158797
swv10,4851,192.27467811158797
swv10,4851,183.44573881054566
swv10,4775,188.65726548129982
swv11,11493,273.751257123701
swv11,11127,278.5786121354341
swv11,11317,302.27958431109624
swv11,10904,293.42943345625207
swv11,11736,285.2832718739524
swv11,11200,278.71270533020447
swv11,11765,294.40160911833726
swv11,12000,280.9587663426081
swv11,10762,278.5786121354341
swv11,11488,298.15621857190746
swv12,11043,264.53566621803503
swv12,10500,273.1830417227456
swv12,11043,261.8102288021534
swv12,10684,285.1615074024226
swv12,11447,268.67429340511444
swv12,10817,267.8667563930013
swv12,10884,265.27590847913865
swv12,10856,274.02422611036343
swv12,10500,271.5679676985195
swv12,11043,261.9448183041723
swv13,11324,264.819587628866
swv13,11955,264.69072164948454
swv13,11390,285.0515463917526
swv13,11320,245.39304123711338
swv13,11324,267.6868556701031
swv13,11121,255.7667525773196
swv13,11709,278.7048969072165
swv13,11320,274.06572164948454
swv13,11709,264.69072164948454
swv13,10927,277.2229381443299
swv14,11912,280.02021563342316
swv14,12137,322.1361185983827
swv14,12288,297.5404312668464
swv14,12529,314.01617250673854
swv14,11659,314.01617250673854
swv14,11859,286.7250673854448
swv14,12340,299.5619946091644
swv14,12592,314.01617250673854
swv14,12537,322.1361185983827
swv14,11916,322.4056603773585
swv15,11946,303.1195840554593
swv15,11897,305.19930675909876
swv15,11927,316.3951473136915
swv15,11620,287.7642980935875
swv15,12013,311.6811091854419
swv15,11897,291.33448873483536
swv15,12230,335.04332755632583
swv15,12270,303.1195840554593
swv15,11211,307.7642980935875
swv15,11503,333.8648180242634
swv16,6435,110.3625170998632
swv16,6067,124.4186046511628
swv16,6562,102.01778385772913
swv16,5862,115.5950752393981
swv16,5862,115.86867305061558
swv16,6110,97.19562243502052
swv16,6084,117.95485636114911
swv16,6151,108.96032831737345
swv16,6304,99.82900136798905
swv16,5912,115.5950752393981
swv17,6923,153.57909806728705
swv17,6430,117.39441660701505
swv17,6659,147.78095919828203
swv17,7101,155.5476020042949
swv17,7085,136.54259126700072
swv17,6907,145.8840372226199
swv17,6770,133.6435218324982
swv17,6923,133.35719398711524
swv17,6907,127.91696492483895
swv17,6770,147.2083035075161
swv18,5413,136.4656381486676
swv18,6218,113.39410939691446
swv18,6563,108.30995792426367
swv18,5816,95.30154277699859
swv18,5844,123.42215988779803
swv18,6447,112.48246844319776
swv18,6320,112.48246844319776
swv18,6582,136.4656381486676
swv18,6447,112.86816269284712
swv18,6060,132.29312762973353
swv19,8310,171.0517059444249
swv19,8071,184.31234611326065
swv19,7850,175.80021104467113
swv19,7338,171.0517059444249
swv19,7730,159.760816039395
swv19,7709,192.29686950404502
swv19,8310,175.80021104467113
swv19,7629,157.3338023214914
swv19,6797,171.8958846289131
swv19,7992,173.54906788603589
swv20,5892,100.70846617074034
swv20,5770,104.35706695005314
swv20,5360,90.86078639744952
swv20,5769,115.47998583067658
swv20,5394,109.21006021962452
swv20,5773,88.94792773645058
swv20,5637,108.21820758058803
swv20,5331,107.3326248671626
swv20,6063,110.48529932695715
swv20,5574,111.54799858306765
ta01,1937,57.35174654752234
ta01,1937,57.35174654752234
ta01,1841,55.56458164094232
ta01,1937,57.35174654752234
